steps,avg_ep_ret,support_mean,support_p10,support_p90,alpha_pess,w_actor_mean,v_mse,loss_actor,bonus_used,rew_std
256,16.6,0.46927547454833984,0.4183201640844345,0.5037936270236969,0.49232000000000004,0.0939747542142868,55.116590227399556,-0.004875033561672483,0.006057703401893377,0.06262246029693228
512,23.7,0.4747838079929352,0.428090900182724,0.5071960091590881,0.48464,0.09867744147777557,67.25630521774292,-0.004593465011566877,0.007818280719220638,0.04423741759578778
